,pred,label
0,0.933151663954175,0.943197053261434
1,0.9254930990411484,0.925287692784065
2,0.9238143113151694,0.923838676462754
3,0.9182988844658239,0.920276160439246
4,0.9201025980516122,0.915016157075656
5,0.918813021233452,0.926188924341085
6,0.91540913946277,0.903162751152417
7,0.9216877211616702,0.931530494694359
8,0.9254389356856588,0.905824701511718
9,0.9160973470103783,0.899200069864212
10,0.9368638880748289,0.944898769392797
11,0.9508729155785498,0.943409744585561
12,0.9268172950614096,0.92844713882366
13,0.915146141101965,0.926376972297635
14,0.9012592396882669,0.893643794910994
15,0.9197023934464404,0.920570410376809
16,0.9200629292526292,0.926546179492393
17,0.9317687122442895,0.924568142512326
18,0.825823520674761,0.811845505114964
19,0.9154171075312897,0.912410672852054
20,0.9204081990466083,0.926724038547733
21,0.9249800516126058,0.932948335255697
22,0.9134851572140397,0.919198503505658
23,0.909862620864645,0.927269019031385
24,0.9159956838249635,0.894869697020537
25,0.9192990952917474,0.916264774641528
26,0.9319447065435865,0.926829357506939
27,0.8773726861853754,0.853114427941588
28,0.9481430755637288,0.94530604564149
29,0.9309178375170615,0.934234923229136
30,0.9481223330813094,0.949324046429172
31,0.9293088217423925,0.892113353112949
32,0.9212906882473949,0.932253069948996
33,0.9170967887598382,0.926810053064609
34,0.9307483311387292,0.937853404575564
35,0.9276945296570847,0.928989416366543
36,0.8536343044187052,0.844529868894225
37,0.9240203294098454,0.920311834830917
38,0.9257584017957526,0.923716284402396
39,0.936428976961374,0.943798124802096
40,0.92345139698974,0.920077665696636
41,0.9197373593663652,0.863930055578866
42,0.9362171854790321,0.930364604463174
43,0.9181556239039975,0.910866379199688
44,0.9244553348296448,0.867989151050523
45,0.9066460772373814,0.862512250762085
46,0.9046252560440792,0.88223491742018
47,0.9321475019533064,0.915437493690344
48,0.9233657572944918,0.913938974754884
49,0.9360013134935783,0.931962605567658
50,0.9531970619450302,0.960940034662013
51,0.9326675027122941,0.932042884280009
52,0.9148605941135705,0.921781227323826
53,0.9102262268293072,0.915364488155024
54,0.925773104575325,0.916827549746888
55,0.9172147146174657,0.892816425114509
56,0.9296721736833996,0.937292017695773
57,0.9307391642728596,0.935962707659125
58,0.8036623775037864,0.749810622624927
59,0.9206066738854872,0.903198558459169
